count,generation_bin,group,level,p_above_threshold,p_argmax,p_argmax_given_above,ratio_iqr,ratio_max,ratio_mean,ratio_median,ratio_min,ratio_p90,ratio_p95,ratio_q1,ratio_q3,raw_max,raw_mean,raw_median,raw_min,raw_p90,raw_p95,raw_q1,raw_q3,severity,suite
4835,Generation 1,D03 Type-I,suite,0.9631851085832471,0.2647362978283351,0.274855056903586,0.5389800847373374,2.656580078582074,1.6432588705751465,1.6071449799984545,0.6069331526648599,2.2027851314034295,2.3085017102044034,1.3749145898514763,1.9138946745888137,0.5313160157164148,0.3286517741150293,0.32142899599969094,0.121386630532972,0.44055702628068594,0.46170034204088073,0.2749829179702953,0.3827789349177627,demand,D03 Type-I
4835,Generation 1,D03 Type-I,suite,0.4705274043433299,0.2312306101344364,0.49142857142857144,1.9921426023295623,3.189461883408012,1.086885372776107,0.5668789808917077,0.0,2.3805894308940667,2.497459349593242,0.07950848801290146,2.071651090342464,0.6378923766816025,0.2173770745552214,0.11337579617834155,0.0,0.4761178861788134,0.4994918699186484,0.01590169760258029,0.4143302180684928,compressible,D03 Type-I
870,1-10,type_i_D03I_Normal_soft_j50_i7101_a101_g50,run,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,resource,D03 Type-I
870,1-10,type_i_D03I_Normal_soft_j50_i7101_a101_g50,run,0.0,0.0,0.0,0.010141987829613574,0.08491508491507643,0.009630148039150695,0.005076142131979179,0.0,0.0252780586450935,0.05303782493958171,0.0,0.010141987829613574,0.016983016983015287,0.0019260296078301392,0.001015228426395836,0.0,0.0050556117290187,0.010607564987916342,0.0,0.002028397565922715,kv,D03 Type-I
870,1-10,type_i_D03I_Normal_soft_j50_i7101_a101_g50,run,0.43333333333333335,0.04252873563218391,0.09814323607427056,0.7654399323181048,2.761806981519507,1.0258141556839642,0.8831521739130435,0.02967359050445104,2.0465686274509802,2.2133027522935778,0.5416666666666666,1.3071065989847714,0.5523613963039015,0.20516283113679287,0.1766304347826087,0.005934718100890208,0.40931372549019607,0.4426605504587156,0.10833333333333334,0.2614213197969543,region,D03 Type-I
870,1-10,type_i_D03I_Normal_soft_j50_i7101_a101_g50,run,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tou,D03 Type-I
870,1-10,type_i_D03I_Normal_soft_j50_i7101_a101_g50,run,0.5229885057471264,0.0,0.0,0.3822997720613118,2.0986990950226243,1.0451461282336916,1.047114546704553,0.7065652422502298,1.3576278951997343,1.4503963486823779,0.8211263579188107,1.2034261299801225,0.4197398190045249,0.20902922564673834,0.20942290934091062,0.14131304845004597,0.2715255790399469,0.2900792697364756,0.16422527158376216,0.24068522599602452,demand,D03 Type-I
870,1-10,type_i_D03I_Normal_soft_j50_i7101_a101_g50,run,1.0,0.957471264367816,0.957471264367816,0.2362804878048541,2.614329268292417,2.1512125035041265,2.103658536585152,1.732723577235596,2.4164126016257708,2.507621951219257,2.0426829268290603,2.2789634146339144,0.5228658536584834,0.43024250070082537,0.4207317073170304,0.34654471544711923,0.4832825203251541,0.5015243902438514,0.4085365853658121,0.45579268292678293,compressible,D03 Type-I
40485,1-10,D03 Type-I,suite,0.23994071878473508,0.1534148450043226,0.6389746757257566,0.9435028248587393,5.0,0.9341862758153955,0.05803571428571342,0.0,5.0,5.0,0.0,0.9435028248587393,1.0,0.1868372551630791,0.011607142857142684,0.0,1.0,1.0,0.0,0.18870056497174786,resource,D03 Type-I
40485,1-10,D03 Type-I,suite,0.06674076818574781,0.04480671853773002,0.6713545521835678,0.021663116518015606,3.9235412474848217,0.18977209200023443,0.012330456226880225,0.0,0.08491508491507643,1.6115747858552594,0.004904364884746944,0.02656748140276255,0.7847082494969644,0.03795441840004689,0.002466091245376045,0.0,0.016983016983015287,0.3223149571710519,0.0009808729769493888,0.00531349628055251,kv,D03 Type-I
40485,1-10,D03 Type-I,suite,0.7076201062121773,0.36509818451278253,0.5159522479754258,1.6870882740447954,5.0,1.9585562331813673,1.604938271604938,0.0,4.803536345776031,5.0,0.8998682476943348,2.5869565217391304,1.0,0.39171124663627344,0.32098765432098764,0.0,0.9607072691552063,1.0,0.17997364953886696,0.5173913043478261,region,D03 Type-I
40485,1-10,D03 Type-I,suite,0.12547857231073237,0.10702729405952822,0.8529527559055118,0.0,2.5034615616157967,0.28973691900549164,0.0,0.0,2.2636627036135555,2.320535308257,0.0,0.0,0.5006923123231594,0.057947383801098325,0.0,0.0,0.4527325407227111,0.46410706165140003,0.0,0.0,tou,D03 Type-I
40485,1-10,D03 Type-I,suite,0.8867975793503767,0.203507471903174,0.22948582251685143,0.5276114747245704,2.7102302663312483,1.438502810450852,1.3982069370958257,0.09999999999999999,2.0015895735941815,2.1246709861603477,1.1762269091138138,1.7038383838383842,0.5420460532662497,0.28770056209017036,0.27964138741916517,0.02,0.4003179147188363,0.42493419723206954,0.23524538182276278,0.34076767676767683,demand,D03 Type-I
