count,generation,mean,median,p_above_threshold,p_argmax,severity,suite
5225,32,0.7674227151792958,0.013869625520110635,0.1860287081339713,0.13282296650717704,resource,D03 Type-I
5225,32,0.04464597555477749,0.010231923601636874,0.010526315789473684,0.00861244019138756,kv,D03 Type-I
5225,32,2.3611331631837533,1.8906666666666663,0.7651674641148325,0.4955023923444976,region,D03 Type-I
5225,32,0.3203402137036346,0.0,0.14066985645933014,0.11961722488038277,tou,D03 Type-I
5225,32,1.233165843807325,1.1791666666666667,0.7169377990430622,0.20497607655502392,demand,D03 Type-I
5225,32,0.3473954833363027,0.03467406380027659,0.14660287081339712,0.038468899521531104,compressible,D03 Type-I
5365,33,0.7029122159956852,0.012875536480686511,0.17054986020503263,0.12246039142590867,resource,D03 Type-I
5365,33,0.054053914833272834,0.010217983651225927,0.015843429636533086,0.014911463187325256,kv,D03 Type-I
5365,33,2.3645652135417814,1.920777279521674,0.7597390493942218,0.5144454799627214,region,D03 Type-I
5365,33,0.3418815260981678,0.0,0.1500465983224604,0.1239515377446412,tou,D03 Type-I
5365,33,1.212482872410267,1.1483333333333332,0.6969245107176142,0.1906803355079217,demand,D03 Type-I
5365,33,0.36810825280511633,0.036480686695278444,0.15936626281453867,0.033550792171481825,compressible,D03 Type-I
5440,34,0.7633255904558619,0.01785714285714259,0.18400735294117648,0.13106617647058824,resource,D03 Type-I
5440,34,0.04408237946591899,0.010217983651225927,0.011029411764705883,0.01011029411764706,kv,D03 Type-I
5440,34,2.2484934342771274,1.8528610354223432,0.7417279411764706,0.48768382352941175,region,D03 Type-I
5440,34,0.3655983765299513,0.0,0.15992647058823528,0.12316176470588236,tou,D03 Type-I
5440,34,1.2256431786534359,1.1556589147286822,0.7077205882352942,0.21268382352941176,demand,D03 Type-I
5440,34,0.35416793253889883,0.03821656050955333,0.15257352941176472,0.03529411764705882,compressible,D03 Type-I
5560,35,0.7271648626260423,0.00858369098712434,0.1778776978417266,0.12428057553956834,resource,D03 Type-I
5560,35,0.052355946977137316,0.010217983651225927,0.01618705035971223,0.014388489208633094,kv,D03 Type-I
5560,35,2.2100627751991277,1.8906666666666663,0.7453237410071942,0.5048561151079136,region,D03 Type-I
5560,35,0.3556978232690798,0.0,0.15557553956834533,0.11780575539568346,tou,D03 Type-I
5560,35,1.2224873180134894,1.1466666666666665,0.7203237410071942,0.20755395683453237,demand,D03 Type-I
5560,35,0.38448493228336156,0.04016064257028022,0.17140287769784174,0.031115107913669064,compressible,D03 Type-I
5415,36,0.7376166440985579,0.013869625520110635,0.1804247460757156,0.13019390581717452,resource,D03 Type-I
5415,36,0.04352337919059885,0.010351966873705766,0.012927054478301015,0.010156971375807941,kv,D03 Type-I
5415,36,2.218213690879604,1.6226415094339623,0.7516158818097877,0.4938134810710988,region,D03 Type-I
5415,36,0.3629738939855312,0.0,0.15881809787626963,0.11911357340720222,tou,D03 Type-I
5415,36,1.2231869502620822,1.1600423132990185,0.718005540166205,0.21717451523545706,demand,D03 Type-I
5415,36,0.3616111917125949,0.03862660944205953,0.16177285318559556,0.029547553093259463,compressible,D03 Type-I
5090,37,0.7454867769522783,0.02145922746781085,0.19096267190569743,0.11944990176817288,resource,D03 Type-I
5090,37,0.04004474297334228,0.010380622837370004,0.01218074656188605,0.008447937131630648,kv,D03 Type-I
5090,37,2.26239464164602,1.759429477020602,0.7642436149312377,0.49823182711198427,region,D03 Type-I
5090,37,0.37029616086917966,0.0,0.16208251473477406,0.13064833005893908,tou,D03 Type-I
5090,37,1.238952191816693,1.2018181818181821,0.7090373280943025,0.21964636542239685,demand,D03 Type-I
5090,37,0.3234565065102608,0.03467406380027659,0.13064833005893908,0.023575638506876228,compressible,D03 Type-I
5225,38,0.7458503471407514,0.02145922746781085,0.19157894736842104,0.12497607655502392,resource,D03 Type-I
5225,38,0.0414944431560232,0.010978287387167513,0.010526315789473684,0.00861244019138756,kv,D03 Type-I
5225,38,2.3147673460629643,1.7678014553014554,0.7645933014354067,0.5073684210526316,region,D03 Type-I
5225,38,0.3993284437573956,0.0,0.17511961722488037,0.13110047846889952,tou,D03 Type-I
5225,38,1.2427118370040096,1.1894549894549895,0.7131100478468899,0.2089952153110048,demand,D03 Type-I
5225,38,0.29929686857327853,0.03467406380027659,0.11368421052631579,0.018947368421052633,compressible,D03 Type-I
5285,39,0.8039595818162324,0.01785714285714259,0.197918637653737,0.13661305581835384,resource,D03 Type-I
5285,39,0.044100255379814254,0.010950503723171105,0.01229895931882687,0.00946073793755913,kv,D03 Type-I
5285,39,2.3189320819640904,1.7678014553014554,0.78240302743614,0.5195837275307474,region,D03 Type-I
5285,39,0.38130390875197373,0.0,0.16745506149479658,0.12204351939451277,tou,D03 Type-I
5285,39,1.2414691122838046,1.2048941798941797,0.7063386944181647,0.19375591296121097,demand,D03 Type-I
5285,39,0.30809971792004587,0.03467406380027659,0.12336802270577105,0.018543046357615896,compressible,D03 Type-I
5335,40,0.81211145578019,0.02145922746781085,0.20618556701030927,0.13776944704779756,resource,D03 Type-I
5335,40,0.0408192783934333,0.011065006915629219,0.00937207122774133,0.004873477038425492,kv,D03 Type-I
5335,40,2.251173962176471,1.759429477020602,0.7478912839737581,0.4817244611059044,region,D03 Type-I
